imageurl,description,productname
http://cosco.in//viewprodimage.php?modelid=4947,"
            
              AERO 727 
Designed for Excellent Sensitivity &amp; Touch.Foam Base.Maximum Control.High Durable Nylon.Recommended For Training.

View Large Image
Packing:6 Pcs. PER TUBE


>Shuttle Cock>>Nylon"">


Qty.
 &nbsp;&nbsp;

          Pieces
          Dozen
        



# End for shopping cart Disable
-->

, AERO 727 , AERO 727 ,
Designed for Excellent Sensitivity &amp; Touch.Foam Base.Maximum Control.High Durable Nylon.Recommended For Training.

View Large Image
,Packing:6 Pcs. PER TUBE",AERO 727
http://cosco.in//viewprodimage.php?modelid=5101,"
            
              NANOTEC-  NT35 Anti-wind drag design.
Compund Cross Section frame.
Box type frame gives its unique compound cross-sectionwhich gives Speed &amp; Swift Response.
Extra high modulus graphite offers better abnti-twist frame for powerful &amp; accurate play.


View Large Image
Flexibility:FlexibleWeight (gms):83-87Balance(cm):290±5Tension(lbs):26-28Cover:FullPacking:EachGrip Size :G4Level :Intermediate


>Racket>>PRO Series"">


Qty.
 &nbsp;&nbsp;

          Pieces
          Dozen
        



# End for shopping cart Disable
-->

, NANOTEC-  NT35 , NANOTEC-  NT35 ,Anti-wind drag design.
Compund Cross Section frame.
Box type frame gives its unique compound cross-sectionwhich gives Speed &amp; Swift Response.
Extra high modulus graphite offers better abnti-twist frame for powerful &amp; accurate play.


View Large Image
,Flexibility:Flexible,Weight (gms):83-87,Balance(cm):290±5,Tension(lbs):26-28,Cover:Full,Packing:Each,Grip Size :G4,Level :Intermediate",NANOTEC-  NT35
http://cosco.in//viewprodimage.php?modelid=5100,"
            
              MUSCLETEC - MT25 Designed for Attacking play..
Delta Power Frame.
Aerodynamic frame design offer swifter movement, high stability &amp; strength to shots.
The wind drag during play is reduced.

View Large Image
Flexibility:MediumWeight (gms):83-87Balance(cm):295±5Tension(lbs):24-26Cover:FullPacking:EachGrip Size :G4Level :Training


>Racket>>PRO Series"">


Qty.
 &nbsp;&nbsp;

          Pieces
          Dozen
        



# End for shopping cart Disable
-->

, MUSCLETEC - MT25 , MUSCLETEC - MT25 ,Designed for Attacking play..
Delta Power Frame.
Aerodynamic frame design offer swifter movement, high stability &amp; strength to shots.
The wind drag during play is reduced.

View Large Image
,Flexibility:Medium,Weight (gms):83-87,Balance(cm):295±5,Tension(lbs):24-26,Cover:Full,Packing:Each,Grip Size :G4,Level :Training",MUSCLETEC - MT25
http://cosco.in//viewprodimage.php?modelid=5099,"
            
              CARBONTEC - CT15 
Taper Arch Frame for high
structural strength and  
generates maximum 
power. 
High Modulus Graphite 
gives lightness and high
stablility.

Large sweetspot ensures
more power to off 
Centre Hits. 

View Large Image
Flexibility:MediumWeight (gms):83-87Balance(cm):295±5Tension(lbs):24-26Cover:FullPacking:EachGrip Size :G4Level :Training


>Racket>>PRO Series"">


Qty.
 &nbsp;&nbsp;

          Pieces
          Dozen
        



# End for shopping cart Disable
-->

, CARBONTEC - CT15 , CARBONTEC - CT15 ,
Taper Arch Frame for high
structural strength and  
generates maximum 
power. 
High Modulus Graphite 
gives lightness and high
stablility.

Large sweetspot ensures
more power to off 
Centre Hits. 

View Large Image
,Flexibility:Medium,Weight (gms):83-87,Balance(cm):295±5,Tension(lbs):24-26,Cover:Full,Packing:Each,Grip Size :G4,Level :Training",CARBONTEC - CT15
http://cosco.in//viewprodimage.php?modelid=75,"
            
              COSCO CS 999  
MATCH GRADE.
Good in flight &amp; balance.  
Made for indoor play.  Cork Base.
Selected Feathers. 


Packing:10 Pcs BOX


>Shuttle Cock>>Feather"">


Qty.
 &nbsp;&nbsp;

          Pieces
          Dozen
        



# End for shopping cart Disable
-->

, COSCO CS 999 , COSCO CS 999 , 
MATCH GRADE.
Good in flight &amp; balance.  
Made for indoor play.  Cork Base.
Selected Feathers. 


,Packing:10 Pcs BOX",COSCO CS 999
http://cosco.in//viewprodimage.php?modelid=357,"
            
              DURA SOFT 
High Durability Racket Grip.
60 Pcs. packed in plastic Box.
Packing:60 Pcs per box


>Grips"">


Qty.
 &nbsp;&nbsp;

          Pieces
          Dozen
        



# End for shopping cart Disable
-->

, DURA SOFT , DURA SOFT ,
High Durability Racket Grip.
60 Pcs. packed in plastic Box.
,Packing:60 Pcs per box",DURA SOFT
http://cosco.in//viewprodimage.php?modelid=4225,"
            
              CBS 80 Badminton String.Allround Performance. 
Superior Control.High Durability.
Thickness:0.80 mmGauge:22 GPacking:Each


>String"">


Qty.
 &nbsp;&nbsp;

          Pieces
          Dozen
        



# End for shopping cart Disable
-->

, CBS 80 , CBS 80 ,Badminton String.Allround Performance. 
Superior Control.High Durability.
,Thickness:0.80 mm,Gauge:22 G,Packing:Each",CBS 80
http://cosco.in//viewprodimage.php?modelid=4223,"
            
              ECO GUT Badminton String.For Allround Performance.Length:10 mThickness:0.70 mmGauge:21 gPacking:Each


>String"">


Qty.
 &nbsp;&nbsp;

          Pieces
          Dozen
        



# End for shopping cart Disable
-->

, ECO GUT , ECO GUT ,Badminton String.For Allround Performance.,Length:10 m,Thickness:0.70 mm,Gauge:21 g,Packing:Each",ECO GUT
http://cosco.in//viewprodimage.php?modelid=4736,"
            
              COTTON Brown in Colour.4 side tape.Official specifications.Packing:Each


>Net"">


Qty.
 &nbsp;&nbsp;

          Pieces
          Dozen
        



# End for shopping cart Disable
-->

, COTTON , COTTON ,Brown in Colour.4 side tape.Official specifications.,Packing:Each",COTTON
http://cosco.in//viewprodimage.php?modelid=3130,"
            
              CBX-400 Jointless. 
Wide body frame with 100% Graphite Composite shaft offering high performance and accuracy. Head Size(sq.in.):56Weight (gms):85-95Balance(cm):31-32.5Tension(lbs):20-26Cover:Full CoverPacking:Eachmaterial:Graphite Composite


>Racket"">


Qty.
 &nbsp;&nbsp;

          Pieces
          Dozen
        



# End for shopping cart Disable
-->

, CBX-400 , CBX-400 ,Jointless. 
Wide body frame with 100% Graphite Composite shaft offering high performance and accuracy. ,Head Size(sq.in.):56,Weight (gms):85-95,Balance(cm):31-32.5,Tension(lbs):20-26,Cover:Full Cover,Packing:Each,material:Graphite Composite",CBX-400
http://cosco.in//viewprodimage.php?modelid=3125,"
            
              CBX-320 Aluminium Frame. 
Graphite / Carbon Shaft.T-joint
Wide body frame construction with flexible Graphite shaft which provides better control and touch for all levels of players. 
Head Size(sq.in.):51Weight (gms):105Balance(cm):31-33Tension(lbs):22-26Cover:Full CoverPacking:Each


>Racket"">


Qty.
 &nbsp;&nbsp;

          Pieces
          Dozen
        



# End for shopping cart Disable
-->

, CBX-320 , CBX-320 ,Aluminium Frame. 
Graphite / Carbon Shaft.T-joint
Wide body frame construction with flexible Graphite shaft which provides better control and touch for all levels of players. 
,Head Size(sq.in.):51,Weight (gms):105,Balance(cm):31-33,Tension(lbs):22-26,Cover:Full Cover,Packing:Each",CBX-320
http://cosco.in//viewprodimage.php?modelid=4095,"
            
              NICE SHOOT 

Multigraphic Design   
Rubber Moulded   
Size-3. Packing:Each





Qty.
 &nbsp;&nbsp;

          Pieces
          Dozen
        



# End for shopping cart Disable
-->

, NICE SHOOT , NICE SHOOT ,

Multigraphic Design   
Rubber Moulded   
Size-3. ,Packing:Each",NICE SHOOT
http://cosco.in//viewprodimage.php?modelid=3120,"
            
              CB-300 Attractive multi-colours. Aluminium wide body frame with tempered steel shaft enhancing durabilty of the racket.Head Size(sq.in.):51Weight (gms):100-110Balance(cm):31-33Tension(lbs):20-24Cover:Full CoverPacking:Each


>Racket"">


Qty.
 &nbsp;&nbsp;

          Pieces
          Dozen
        



# End for shopping cart Disable
-->

, CB-300 , CB-300 ,Attractive multi-colours. Aluminium wide body frame with tempered steel shaft enhancing durabilty of the racket.,Head Size(sq.in.):51,Weight (gms):100-110,Balance(cm):31-33,Tension(lbs):20-24,Cover:Full Cover,Packing:Each",CB-300
http://cosco.in//viewprodimage.php?modelid=5279,"
            
              CBX-222 
Aluminium frame.Carbon Shaft.
Cover:FULL


>Racket"">


Qty.
 &nbsp;&nbsp;

          Pieces
          Dozen
        



# End for shopping cart Disable
-->

, CBX-222 , CBX-222 ,
Aluminium frame.Carbon Shaft.
,Cover:FULL",CBX-222
http://cosco.in//viewprodimage.php?modelid=3110,"
            
              CB-120 
Aluminium frame.Tempered steel shaft.
 Head Size(sq.in.):51Weight (gms):29-31Balance(cm):29-31Tension(lbs):20-24Cover:Full CoverPacking:Each


>Racket"">


Qty.
 &nbsp;&nbsp;

          Pieces
          Dozen
        



# End for shopping cart Disable
-->

, CB-120 , CB-120 ,
Aluminium frame.Tempered steel shaft.
 ,Head Size(sq.in.):51,Weight (gms):29-31,Balance(cm):29-31,Tension(lbs):20-24,Cover:Full Cover,Packing:Each",CB-120
http://cosco.in//viewprodimage.php?modelid=4728,"
            
              POLY 44 ABS + PC Impact Resistant Back Board.Adjustable Height 7.5 ft to 10 ft. (227 to 305 cm)18x16mm solid steel, black, 3 pcs of 3” (76mm) pole system.Vinyl heavy duty base with transport wheel.Can be filled with water or sand.Net wt. : 35kg.Packing:Each


>Back Board"">


Qty.
 &nbsp;&nbsp;

          Pieces
          Dozen
        



# End for shopping cart Disable
-->

, POLY 44 , POLY 44 ,ABS + PC Impact Resistant Back Board.Adjustable Height 7.5 ft to 10 ft. (227 to 305 cm)18x16mm solid steel, black, 3 pcs of 3” (76mm) pole system.Vinyl heavy duty base with transport wheel.Can be filled with water or sand.Net wt. : 35kg.,Packing:Each",POLY 44
http://cosco.in//viewprodimage.php?modelid=3115,"
            
              CB-150E Electroplated frame.Aluminium wide body frame with tempered steelshaft enhancing durabilty of the racket.Excellent spiral foamed P.U. grip.Head Size(sq.in.):51Weight (gms):100-110Balance(cm):29-31Tension(lbs):20-24Cover:Full CoverPacking:Each


>Racket"">


Qty.
 &nbsp;&nbsp;

          Pieces
          Dozen
        



# End for shopping cart Disable
-->

, CB-150E , CB-150E ,Electroplated frame.Aluminium wide body frame with tempered steelshaft enhancing durabilty of the racket.Excellent spiral foamed P.U. grip.,Head Size(sq.in.):51,Weight (gms):100-110,Balance(cm):29-31,Tension(lbs):20-24,Cover:Full Cover,Packing:Each",CB-150E
http://cosco.in//viewprodimage.php?modelid=5102,"
            
              POWERTEC - PT45 A Special Windcut design ensures decreased wind drag offering swing just like a sword.
Rhombus Windcut frame.
the power transfer is maximum and uniform over bigger impact area .
Better anti-twist frame due to extra high modulus graphite.

View Large Image
Flexibility:MediumWeight (gms):83-87Balance(cm):295±5Tension(lbs):26-28Cover:FullPacking:EachGrip Size :G4Level :Intermediate


>Racket>>PRO Series"">


Qty.
 &nbsp;&nbsp;

          Pieces
          Dozen
        



# End for shopping cart Disable
-->

, POWERTEC - PT45 , POWERTEC - PT45 ,A Special Windcut design ensures decreased wind drag offering swing just like a sword.
Rhombus Windcut frame.
the power transfer is maximum and uniform over bigger impact area .
Better anti-twist frame due to extra high modulus graphite.

View Large Image
,Flexibility:Medium,Weight (gms):83-87,Balance(cm):295±5,Tension(lbs):26-28,Cover:Full,Packing:Each,Grip Size :G4,Level :Intermediate",POWERTEC - PT45
http://cosco.in//viewprodimage.php?modelid=5049,"
            
              CB-118 Aluminium frame with tempered steel shaft.
Value for money racket.
Cover:Full Cover


>Racket"">


Qty.
 &nbsp;&nbsp;

          Pieces
          Dozen
        



# End for shopping cart Disable
-->

, CB-118 , CB-118 ,Aluminium frame with tempered steel shaft.
Value for money racket.
,Cover:Full Cover",CB-118
http://cosco.in//viewprodimage.php?modelid=5278,"
            
              CB-119 
Aluminium frame with tempered steel shaft.Twin Racket 
Value for money racket.
Cover:FULL


>Racket"">


Qty.
 &nbsp;&nbsp;

          Pieces
          Dozen
        



# End for shopping cart Disable
-->

, CB-119 , CB-119 ,
Aluminium frame with tempered steel shaft.Twin Racket 
Value for money racket.
,Cover:FULL",CB-119
http://cosco.in//viewprodimage.php?modelid=4978,"
            
              CB-95 
Aluminium frame.Tempered steel shaft.Wide Body.High Fibre.Head Size(sq.in.):53Weight (gms):90-110Balance(cm):30-32Tension(lbs):24-28Cover:¾ CoverPacking:Each


>Racket"">


Qty.
 &nbsp;&nbsp;

          Pieces
          Dozen
        



# End for shopping cart Disable
-->

, CB-95 , CB-95 ,
Aluminium frame.Tempered steel shaft.Wide Body.High Fibre.,Head Size(sq.in.):53,Weight (gms):90-110,Balance(cm):30-32,Tension(lbs):24-28,Cover:¾ Cover,Packing:Each",CB-95
http://cosco.in//viewprodimage.php?modelid=4901,"
            
              CB-88 Aluminium frame with tempered steel shaft.
Value for money racket.
Head Size(sq.in.):53Weight (gms):90-110Balance(cm):30-32Tension(lbs):24-28Cover:½ CoverPacking:Each


>Racket"">


Qty.
 &nbsp;&nbsp;

          Pieces
          Dozen
        



# End for shopping cart Disable
-->

, CB-88 , CB-88 ,Aluminium frame with tempered steel shaft.
Value for money racket.
,Head Size(sq.in.):53,Weight (gms):90-110,Balance(cm):30-32,Tension(lbs):24-28,Cover:½ Cover,Packing:Each",CB-88
http://cosco.in//viewprodimage.php?modelid=5277,"
            
              CB-80 
JuniorAluminium frame with tempered steel shaft.Twin Racket 
Value for money racket.
Cover:FULL


>Racket"">


Qty.
 &nbsp;&nbsp;

          Pieces
          Dozen
        



# End for shopping cart Disable
-->

, CB-80 , CB-80 ,
JuniorAluminium frame with tempered steel shaft.Twin Racket 
Value for money racket.
,Cover:FULL",CB-80
http://cosco.in//viewprodimage.php?modelid=4143,"
            
              CB-90 Aluminium Frame. 
Tempered Steel Shaft.Head Size(sq.in.):53Weight (gms):90-110Balance(cm):30-32Tension(lbs):24-28Cover:¾ CoverPacking:Each


>Racket"">


Qty.
 &nbsp;&nbsp;

          Pieces
          Dozen
        



# End for shopping cart Disable
-->

, CB-90 , CB-90 ,Aluminium Frame. 
Tempered Steel Shaft.,Head Size(sq.in.):53,Weight (gms):90-110,Balance(cm):30-32,Tension(lbs):24-28,Cover:¾ Cover,Packing:Each",CB-90
http://cosco.in//viewprodimage.php?modelid=4977,"
            
              CB-89 
Aluminium Alloy frame.Tempered steel shaft.FLAT FACE.

Head Size(sq.in.):53Weight (gms):90-110Balance(cm):30-32Tension(lbs):24-28Cover:¾ CoverPacking:Each


>Racket"">


Qty.
 &nbsp;&nbsp;

          Pieces
          Dozen
        



# End for shopping cart Disable
-->

, CB-89 , CB-89 ,
Aluminium Alloy frame.Tempered steel shaft.FLAT FACE.

,Head Size(sq.in.):53,Weight (gms):90-110,Balance(cm):30-32,Tension(lbs):24-28,Cover:¾ Cover,Packing:Each",CB-89
http://cosco.in//viewprodimage.php?modelid=5103,"
            
              LASERTEC - LT55 extra power and
lightness.
Aerodynamic frame.
Super high modulus graphite ensures high resistance to torsion &amp; rapid shaft response.
Ideal for heavy smashing &amp; accuracy in shorts.Fast shaft recovery increase swift reaction &amp; promotes explosive play.




View Large Image
Flexibility:StiffWeight (gms):83-87Balance(cm):295±5Tension(lbs):26-28Cover:FullPacking:EachGrip Size :G4Level :Advanced


>Racket>>PRO Series"">


Qty.
 &nbsp;&nbsp;

          Pieces
          Dozen
        



# End for shopping cart Disable
-->

, LASERTEC - LT55 , LASERTEC - LT55 ,extra power and
lightness.
Aerodynamic frame.
Super high modulus graphite ensures high resistance to torsion &amp; rapid shaft response.
Ideal for heavy smashing &amp; accuracy in shorts.Fast shaft recovery increase swift reaction &amp; promotes explosive play.




View Large Image
,Flexibility:Stiff,Weight (gms):83-87,Balance(cm):295±5,Tension(lbs):26-28,Cover:Full,Packing:Each,Grip Size :G4,Level :Advanced",LASERTEC - LT55
