productname,Description,Variant,MRP,imgurl1,,,,,,,,,,,,
Speedo Biofuse Power Paddle,"


Details

Adult Biofuse® hand power paddle. A technically advanced SpeedoBiofuse® Training Aid to assist in swimmer development. Benefits include a durable silicone strap and ergonomically engineered shape for improved grip and reduced hand fatigue. The power paddle is also popular for Triathlon training.
Power paddles are available in several sizes. Larger paddles will cause more resistance in the water and will result in a higher-impact workout. Smaller paddles are most ideal for frequent use.

",L ;M ,S$34.89,http://www.axtrosports.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/7/3/731560004.jpg,http://www.axtrosports.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/_/1/_1_speedo-8-731560004-zoom.jpg,http://www.axtrosports.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/i/m/img56966778.jpg,,,,,,,,,,
Aqua V Silicone Cap,"


Details

Keep your hair out of your eyes with this secure fitting silicone cap from Speedo. The hydrodynamic design makes it an essential choice for your swim accessory collection.

• Hydrodynamic racing cap with 100% Silicone for extra comfort
• Multi-density design reduces drag by 5% eliminating wrinkles and holding shape throughout race
• Zoned 3-D shape and smooth form provides an ergonomic fit around the base of the head and over ears
• Large size for customized fit
• Developed by Aqualab
• Team Speedo collection

",Black/L ;Black/M ;White/L ;White/M ,S$36.90,http://www.axtrosports.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/1/2/12665-9325_1.jpg,http://www.axtrosports.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/p/s/pspdo1-5000902p275w_1.jpg,,,,,,,,,,,
Breeze,"


Details

Breeze GoggleSoft and lightweight frame Patented side clip for easy fittingFeatures &amp; Benefits TPR Frame | Silicone Strap | CP LensSizingDesigned for adult swimmers aged 14 and older.

",Blue/Blue ;Clear/Blue ;Clear/Clear ,S$28.00,http://www.axtrosports.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/f/i/file_68_9_1.jpg,http://www.axtrosports.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/f/i/file_69_5_1.jpg,http://www.axtrosports.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/f/i/file_70_2_1.jpg,,,,,,,,,,
Lightning,"


Details

Lightning Racing Goggle Lightweight racing goggle with sleek lens-integration technologyFrame and lens fused into one streamlined piece to reduce dragUltra low profile design and soft gasketIncludes patented back clip and interchangeable nose bridge for quick fitting Features &amp; Benefits TPE Gasket | Silicone Strap | Polycarbonate LensSizing Racing style designed for adult faces 12 and over.

",Black/Red ;Blue/Blue ;Blue/Mirror +S$3.00;Clear/Aqua ;Silver/Mirror NEW! +S$3.00,S$29.91,http://www.axtrosports.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/f/i/file_71_1.jpg,http://www.axtrosports.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/f/i/file_68_8_1.jpg,http://www.axtrosports.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/f/i/file_70_1_1.jpg,http://www.axtrosports.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/f/i/file_69_4_1.jpg,http://www.axtrosports.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/l/i/lightninggoggles-silvermirror-hero-hr.jpg,,,,,,,,
Deluxe Mini Modular Set,"


Details

PRODUCT DESCRIPTION &amp; BENEFITS
Use this portable set almost anywhere for full swimmer pull, tricep extensions, rowing, overhead raises, proper hip rotation, stroke efficiency and more.
PRODUCT FEATURES
A modular set consisting of a pair of interchangeable handles, adjustable leg straps and 3-ft (90 cm) modular tubing with mounting straps in a convenient carry bag. Interchangeable.

",,S$144.45,http://www.axtrosports.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/2/1/215_xlg1_2.jpg,,,,,,,,,,,,
Ultimate Drag Suit ,"


Details

Ultimate Drag Suit Drag ""cups"" integrated around waistline of suit to exponentially increase forward resistance.AQUATUFF TECHNOLOGY. 100% Polyester Fabric. 90-Day GuaranteeAquaTuff Technology AQUATUFF swimwear stands up to the toughest aquatic conditions, resisting the damaging effects of chlorine and the sun's rays better than any other fabric. Designed with durability and functionality in mind, AQUATUFF swimwear provides the most comfortable, longest-lasting suit available for your training and competitive swim needs. Sizing Chart 

",L ;M ;S ;XL ,S$65.00,http://www.axtrosports.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/1/2/120007101_1.jpg,http://www.axtrosports.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/1/2/120007101-a_1.jpg,,,,,,,,,,,
Modular Replacement Tubing,"


Details

PRODUCT FEATURES
Additional 4-ft (1.2m) Modular tubing, pair, for the Modular Set. Available in five resistance levels.

",,S$73.83,http://www.axtrosports.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/2/1/2123_xlg1_1.jpg,,,,,,,,,,,,
Breaststroke Machine,"


Details

PRODUCT DESCRIPTION &amp; BENEFITS
A unique resistance product used for both outward and inward sweep in breaststroke pull to strengthen muscles and increase power.
PRODUCT FEATURES
Each paddle has two tubes and four attachment points. Inside mounted tubes are 27-in (68.6 cm) long and the outside mounted tubes are 41-in (1.0 m) long. Not interchangeable.

",,S$144.45,http://www.axtrosports.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/n/z/nz-356_1.jpg,http://www.axtrosports.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/s/1/s108yl_1.jpg,,,,,,,,,,,
Modular Set ,"


Details

PRODUCT DESCRIPTION &amp; BENEFITS
A complete dryland swim training set used almost anywhere for full swimmer pull, tricep extensions, rowing overhead raises, proper hip rotation and stroke efficiency to enhance overall performance through resistance.
PRODUCT FEATURES
Includes a pair of interchangeable handles, paddles, adjustable leg straps and a pair of 4-ft (1.2 m) modular tubing with mounting straps in a convenient carry bag. Interchangeable.

",,S$180.83,http://www.axtrosports.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/s/1/s103rd_1.jpg,,,,,,,,,,,,
StrechCordz® with Leg Straps,"


Details

PRODUCT DESCRIPTION &amp; BENEFITS
Provides resistance for leg adduction, abduction, extension and curls to strengthen muscles and improve swim times. For both dryland and in-water use.
PRODUCT FEATURES
The comfortable 2-in (5 cm) wide adjustable leg straps are attached to two, 4-ft (1.2 m) dedicated tubes and combination mounting loop. Not interchangeable.

",Blue(Heavy) ;Silver(Light) ,S$105.00,http://www.axtrosports.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/f/i/file_68_5_1.jpg,http://www.axtrosports.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/s/1/s102_1.jpg,,,,,,,,,,,
Original StrechCordz® with Handles,"


Details

PRODUCT DESCRIPTION &amp; BENEFITS
The original dryland training device, used for curls, tricep extensions, flies and lat pulls to enhance speed, endurance and swim stroke.
PRODUCT FEATURES
Includes two, 4-ft (1.2 m) dedicated tubes with handles and combination mounting loop. Not interchangeable.

",Silver(Light) ,S$101.65,http://www.axtrosports.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/n/z/nz-358_1.jpg,http://www.axtrosports.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/s/1/s112_1.jpg,,,,,,,,,,,
FINIS 3X-100M Stopwatch,"


Details

3X-100M StopwatchThe ideal stopwatch for swim coaches withan easy to use interface Large triple display: Running Time, Split Time, and Lap Time100 Memory with recall available during operationStroke RateDate/TimeWater and Shock Resistant5-year Warranty The Power of Lithium: The 3x100M Stopwatch is powered by a lithium battery, which will keep your timer running strong for up to five years. Most other stopwatches use a silver oxide battery, which only last about one year. If you expect a professional quality time piece, insist on lithium.Five Year Limited Warranty: FINIS warrants this product (except for batteries) to be free from defects in materials and workmanship under normal use for five years from the date of purchase. FINIS will, at its option, repair or replace the product free of charge. The warranty does not apply to damage caused by negligence, accident, misuse or repair. No responsibility is assumed for any incidental or consequential damages.Button Layout: Download Instruction Manual

",,S$95.23,http://www.axtrosports.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/1/3/130032_2.jpg,,,,,,,,,,,,
Pool-Mate Watch,"


Details

The Pool-Mate is the only fully automatic lap and stroke counter for swimmers. It will work with all major strokes, all abilities of swimmer and all sizes of pool.Containing accurate motion sensors and our unique software algorithms, the Pool-Mate automatically recognises each swim stroke and change of lap so you don't have to count anymore. The Pool-Mate will display Lap count, Time, Average Strokes per lap, Speed, Distance, Calories and Efficiency, all completely automatically and store details in a large memory for recall at your leisure. As well as the statistics for the overall session it will record the same data for up to 99 individual sets per session so you can see how your data changes through a swim. A major leap forward from existing manual lap counters, our watches bring swimming into the 21st Century at last. Numerous studies and respected coaches stress the value of stroke counting as a valued way to improve swimming efficiency. Reducing the number of strokes per lap increases efficiency. The Pool-Mate has a unique swimming efficiency index that gives feedback about the efficiency of your swimming. By monitoring this so you can see how you improve over time. We have designed a complete bespoke watch specifically for swimmers. All aspects of the watch from the strap to the display and electronics have been designed by Swimovate. Features include lightweight, flexible PU strap, easy to read display, stainless steel buttons, backlight and double secure fastening. Technology The Pool-Mate uses state of the art MEMS accelerometers to measure the acceleration of the wrist during the swim stroke. Advanced digital signal processing techniques and software algorithms have been developed by our engineers to pick out the stroke and lap information for the recognised swimming strokes. Works with Front Crawl, BackCrawl, Breaststroke and Butterfly, all sizes of pool over 10m, without calibration. The Pool-Mate has been extensively tested by a wide variety of swimmers including members of Eton Triathlon Club. We have a database of hundreds of kms of swimming and an accuracy rate of over 99.75%. The watch has full CE and FCC approvals. Patents have been applied for. &gt;

",Black ;Grey ;Hot Pink (Limited Edition) ,"
                    S$245.03                ",http://www.axtrosports.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/g/r/greypool-matehr_2.jpg,http://www.axtrosports.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/b/l/blackhr_2.jpg,http://www.axtrosports.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/p/i/pinkcutouthr_2.jpg,,,,,,,,,,
BetterFly for Every Body (DVD),"


Details

Illustrated in this DVD are two significant evolutions in our skill-building sequences for Butterfly:(1) An expedited path to whole stroke. While our freestyle drill sequence includes more than 10 steps, our new sequences for each stroke will have you swimming the whole stroke in just four to five steps. This will allow swimmers to more quickly begin integrating what they’ve been learning in whole-skill practice.(2) A more “organic” path to whole stroke. Our motivation for developing new sequences was a desire for every drill step to have clear relevance to the whole-stroke and for our sequences for all strokes to better match the seamless steps by which we teach Freestyle.Also featured in this DVD:1) Live lesson with Terry Laughlin –Terry demonstrates and explains every step, what it contributes to the overall skill and how it relates to other skills in the sequence. It’s like having a personal lesson with Terry. 2) Beneath the Surface –These segments were shot in a current pool, with both camera and swimmer stationary, allowing for lengthy study of the movements. We shot these segments from six different underwater and surface angles, including directly underneath and overhead. No instructional video has ever examined the strokes so thoroughly. 3) TI Coaches Practice – Watch TI coaches practice the key drills and the whole stroke, also from multiple angles. Also shows examples of “imperfect” skills illustrating likely stroke and drill errors to watch out for. 4) For Boomers – This section, never before included in any instructional video shows how to adapt your swimming to be better than ever in middle age. Though you may not be as strong or as supple as you were at 25, like Terry you can still swim your best by following the tips in this section. 

",,S$48.15,http://www.axtrosports.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/b/e/betterflyforeverybody_1.jpg,,,,,,,,,,,,
